speed;age;miles;group
144.0;38.0;53.0;0
99.0;24.0;20.0;2
145.0;40.0;53.0;0
125.0;88.0;19.0;0
149.0;32.0;46.0;0
147.0;66.0;16.0;2
137.0;46.0;31.0;1
117.0;70.0;26.0;0
96.0;88.0;24.0;0
134.0;56.0;14.0;2
133.0;49.0;42.0;1
118.0;91.0;15.0;0
120.0;71.0;17.0;1
122.0;63.0;40.0;2
118.0;70.0;26.0;2
119.0;41.0;23.0;1
148.0;33.0;46.0;0
108.0;29.0;47.0;0
120.0;37.0;34.0;0
134.0;44.0;36.0;1
93.0;50.0;11.0;1
129.0;57.0;62.0;2
139.0;48.0;43.0;2
135.0;38.0;34.0;2
100.0;25.0;6.0;2
138.0;55.0;40.0;1
151.0;37.0;44.0;0
125.0;19.0;31.0;0
119.0;66.0;13.0;0
105.0;47.0;6.0;1
94.0;54.0;9.0;1
80.0;59.0;65.0;2
139.0;36.0;32.0;1
103.0;20.0;19.0;2
122.0;40.0;5.0;1
107.0;19.0;33.0;0
152.0;31.0;50.0;0
122.0;46.0;7.0;1
124.0;59.0;17.0;0
120.0;40.0;53.0;2
125.0;68.0;29.0;2
102.0;24.0;16.0;2
94.0;54.0;23.0;1
130.0;29.0;29.0;0
115.0;85.0;21.0;0
135.0;41.0;41.0;2
93.0;26.0;17.0;2
112.0;45.0;11.0;2
117.0;41.0;25.0;1
117.0;76.0;1.0;0
126.0;16.0;41.0;0
107.0;58.0;24.0;1
112.0;43.0;13.0;0
100.0;23.0;16.0;2
102.0;36.0;16.0;1
123.0;26.0;45.0;0
103.0;27.0;21.0;2
108.0;29.0;7.0;1
110.0;29.0;15.0;2
141.0;51.0;42.0;1
153.0;53.0;38.0;2
111.0;42.0;25.0;1
141.0;50.0;71.0;2
138.0;18.0;26.0;2
150.0;33.0;54.0;0
99.0;40.0;17.0;1
110.0;39.0;8.0;1
118.0;86.0;31.0;0
106.0;21.0;12.0;2
125.0;87.0;15.0;0
98.0;24.0;15.0;2
153.0;35.0;56.0;0
147.0;38.0;47.0;0
124.0;32.0;36.0;0
107.0;100.0;45.0;2
115.0;53.0;27.0;1
138.0;55.0;53.0;1
121.0;70.0;50.0;2
105.0;22.0;14.0;2
98.0;47.0;29.0;1
121.0;81.0;32.0;0
103.0;49.0;24.0;2
148.0;39.0;42.0;1
122.0;56.0;26.0;2
131.0;61.0;52.0;2
152.0;40.0;46.0;1
128.0;39.0;22.0;0
129.0;37.0;30.0;0
147.0;68.0;40.0;2
105.0;66.0;16.0;2
131.0;29.0;43.0;2
114.0;27.0;9.0;1
92.0;26.0;1.0;2
128.0;70.0;46.0;2
122.0;50.0;14.0;1
137.0;48.0;46.0;1
102.0;68.0;47.0;2
120.0;31.0;29.0;1
120.0;28.0;6.0;1
151.0;27.0;45.0;0
136.0;43.0;25.0;0
106.0;32.0;6.0;1
122.0;31.0;32.0;2
89.0;21.0;12.0;2
142.0;51.0;42.0;1
112.0;52.0;35.0;2
107.0;37.0;8.0;1
108.0;23.0;47.0;0
147.0;36.0;50.0;0
149.0;36.0;53.0;0
114.0;21.0;29.0;0
142.0;45.0;40.0;1
121.0;100.0;51.0;2
103.0;29.0;8.0;2
111.0;68.0;60.0;2
89.0;46.0;35.0;1
105.0;54.0;1.0;1
96.0;35.0;24.0;2
149.0;34.0;47.0;0
107.0;27.0;22.0;1
141.0;52.0;36.0;1
116.0;57.0;47.0;2
124.0;37.0;20.0;0
133.0;78.0;44.0;2
92.0;40.0;13.0;1
102.0;60.0;13.0;1
132.0;44.0;32.0;2
145.0;46.0;39.0;1
142.0;44.0;39.0;1
139.0;32.0;22.0;0
94.0;42.0;33.0;0
100.0;25.0;15.0;2
128.0;26.0;23.0;0
145.0;38.0;48.0;0
92.0;30.0;25.0;2
96.0;52.0;4.0;1
142.0;44.0;47.0;1
105.0;55.0;29.0;1
115.0;44.0;23.0;1
121.0;16.0;17.0;0
123.0;63.0;46.0;2
113.0;63.0;48.0;2
116.0;29.0;26.0;0
121.0;53.0;26.0;2
112.0;50.0;21.0;1
123.0;27.0;28.0;0
157.0;36.0;47.0;0
102.0;31.0;13.0;2
105.0;43.0;25.0;1
83.0;61.0;31.0;2
116.0;58.0;9.0;2
107.0;35.0;16.0;0
101.0;61.0;41.0;2
135.0;38.0;47.0;2
117.0;74.0;17.0;0
113.0;34.0;3.0;1
147.0;33.0;54.0;0
118.0;41.0;5.0;1
109.0;32.0;10.0;1
124.0;77.0;27.0;0
124.0;30.0;33.0;0
142.0;56.0;50.0;2
151.0;28.0;45.0;0
115.0;43.0;8.0;1
113.0;64.0;26.0;1
132.0;47.0;20.0;0
119.0;82.0;28.0;0
112.0;40.0;16.0;1
100.0;25.0;15.0;2
114.0;59.0;40.0;2
112.0;32.0;26.0;1
132.0;41.0;12.0;2
134.0;48.0;15.0;2
104.0;28.0;10.0;2
135.0;39.0;46.0;1
104.0;41.0;26.0;1
142.0;47.0;41.0;1
84.0;50.0;24.0;1
138.0;42.0;40.0;1
102.0;49.0;29.0;1
125.0;55.0;30.0;0
96.0;32.0;12.0;1
133.0;52.0;39.0;1
131.0;17.0;21.0;0
126.0;35.0;25.0;0
141.0;98.0;23.0;2
129.0;37.0;33.0;2
102.0;57.0;31.0;1
148.0;44.0;28.0;1
134.0;39.0;53.0;2
133.0;48.0;55.0;2
108.0;23.0;12.0;2
133.0;94.0;24.0;0
121.0;66.0;15.0;0
121.0;53.0;47.0;2
142.0;29.0;40.0;0
116.0;66.0;14.0;0
101.0;24.0;16.0;2
112.0;28.0;27.0;0
126.0;35.0;9.0;2
149.0;36.0;50.0;0
130.0;45.0;33.0;0
138.0;46.0;70.0;2
127.0;93.0;35.0;2
144.0;44.0;74.0;2
105.0;28.0;18.0;2
141.0;42.0;37.0;1
116.0;49.0;47.0;2
148.0;32.0;53.0;0
145.0;51.0;43.0;1
95.0;41.0;50.0;1
148.0;35.0;47.0;1
136.0;38.0;38.0;2
152.0;36.0;51.0;0
118.0;72.0;19.0;0
116.0;75.0;30.0;0
118.0;30.0;35.0;0
151.0;56.0;43.0;2
120.0;80.0;32.0;0
111.0;28.0;36.0;0
124.0;44.0;32.0;2
143.0;36.0;48.0;2
151.0;41.0;50.0;0
122.0;54.0;65.0;2
119.0;40.0;24.0;1
121.0;60.0;31.0;2
114.0;71.0;23.0;0
150.0;38.0;46.0;0
121.0;72.0;24.0;0
148.0;41.0;30.0;1
119.0;24.0;16.0;0
122.0;57.0;48.0;2
123.0;25.0;43.0;0
137.0;37.0;43.0;1
121.0;36.0;30.0;1
118.0;33.0;13.0;1
102.0;43.0;11.0;1
109.0;37.0;30.0;1
112.0;25.0;28.0;0
140.0;50.0;40.0;1
116.0;27.0;12.0;0
138.0;91.0;37.0;2
112.0;34.0;25.0;0
103.0;21.0;18.0;2
109.0;71.0;19.0;0
136.0;39.0;13.0;0
113.0;26.0;9.0;1
113.0;53.0;14.0;1
121.0;79.0;19.0;0
151.0;31.0;46.0;0
103.0;26.0;10.0;2
118.0;37.0;29.0;0
100.0;36.0;1.0;1
149.0;35.0;50.0;0
106.0;54.0;30.0;1
148.0;41.0;48.0;0
120.0;58.0;27.0;1
129.0;52.0;45.0;2
152.0;34.0;53.0;0
136.0;50.0;52.0;1
149.0;34.0;50.0;0
111.0;38.0;15.0;1
135.0;67.0;22.0;0
118.0;85.0;15.0;0
104.0;57.0;24.0;1
129.0;52.0;37.0;2
128.0;56.0;25.0;2
144.0;42.0;41.0;1
160.0;35.0;50.0;0
108.0;46.0;15.0;1
107.0;45.0;23.0;1
138.0;50.0;35.0;1
116.0;50.0;5.0;1
124.0;31.0;32.0;0
132.0;45.0;54.0;2
114.0;30.0;33.0;0
109.0;45.0;19.0;1
128.0;52.0;65.0;2
117.0;62.0;16.0;0
158.0;36.0;49.0;0
142.0;42.0;41.0;1
128.0;25.0;24.0;0
152.0;30.0;52.0;0
109.0;36.0;10.0;1
120.0;66.0;31.0;2
118.0;77.0;17.0;0
147.0;42.0;41.0;1
113.0;67.0;19.0;0
130.0;53.0;27.0;2
137.0;56.0;38.0;2
138.0;16.0;20.0;2
136.0;62.0;33.0;2
124.0;55.0;27.0;2
116.0;67.0;33.0;2
120.0;46.0;10.0;1
121.0;45.0;32.0;0
112.0;31.0;34.0;2
144.0;69.0;44.0;2
99.0;36.0;39.0;1
153.0;30.0;55.0;0
99.0;26.0;9.0;2
134.0;48.0;35.0;1
107.0;53.0;20.0;1
112.0;72.0;10.0;0
119.0;82.0;26.0;0
99.0;50.0;14.0;1
96.0;17.0;15.0;2
144.0;54.0;44.0;1
97.0;20.0;12.0;2
106.0;56.0;15.0;1
103.0;29.0;15.0;2
136.0;56.0;39.0;1
114.0;34.0;11.0;0
122.0;80.0;21.0;0
121.0;41.0;77.0;2
89.0;62.0;28.0;2
105.0;24.0;17.0;2
118.0;52.0;15.0;1
112.0;67.0;18.0;0
136.0;48.0;35.0;1
105.0;17.0;9.0;2
150.0;39.0;51.0;0
100.0;16.0;15.0;2
109.0;23.0;13.0;2
114.0;45.0;14.0;1
131.0;49.0;47.0;1
106.0;48.0;23.0;1
139.0;43.0;41.0;1
101.0;42.0;20.0;1
102.0;65.0;33.0;1
124.0;48.0;29.0;0
127.0;71.0;37.0;2
133.0;38.0;29.0;2
119.0;24.0;36.0;0
118.0;52.0;35.0;1
101.0;29.0;12.0;2
104.0;30.0;14.0;2
100.0;20.0;3.0;2
137.0;45.0;35.0;1
123.0;33.0;43.0;0
157.0;33.0;51.0;0
140.0;38.0;48.0;1
172.0;39.0;81.0;2
128.0;44.0;47.0;2
145.0;35.0;51.0;0
123.0;29.0;46.0;2
121.0;38.0;10.0;1
152.0;41.0;52.0;0
138.0;43.0;49.0;0
105.0;71.0;44.0;2
141.0;64.0;55.0;2
88.0;37.0;16.0;2
140.0;68.0;29.0;0
131.0;40.0;40.0;1
97.0;19.0;9.0;2
153.0;40.0;51.0;0
117.0;44.0;35.0;0
123.0;71.0;16.0;0
106.0;50.0;58.0;2
145.0;49.0;46.0;1
132.0;43.0;25.0;2
118.0;45.0;53.0;2
154.0;31.0;10.0;2
128.0;51.0;63.0;2
120.0;76.0;18.0;0
125.0;33.0;40.0;2
104.0;57.0;30.0;1
130.0;54.0;22.0;2
126.0;55.0;17.0;1
156.0;53.0;20.0;2
146.0;39.0;45.0;1
144.0;49.0;43.0;1
114.0;80.0;45.0;2
142.0;41.0;44.0;1
93.0;25.0;4.0;2
107.0;45.0;23.0;1
96.0;52.0;25.0;1
128.0;29.0;29.0;0
145.0;43.0;50.0;0
94.0;48.0;25.0;1
106.0;37.0;12.0;1
145.0;46.0;47.0;2
123.0;52.0;48.0;2
155.0;30.0;38.0;0
155.0;39.0;52.0;0
112.0;75.0;31.0;0
152.0;54.0;57.0;2
135.0;83.0;24.0;0
118.0;35.0;6.0;1
143.0;33.0;47.0;0
133.0;72.0;40.0;0
118.0;80.0;26.0;0
142.0;48.0;39.0;1
113.0;31.0;14.0;1
112.0;74.0;22.0;0
127.0;60.0;13.0;0
109.0;50.0;3.0;1
123.0;68.0;14.0;0
108.0;20.0;19.0;1
141.0;43.0;37.0;1
135.0;56.0;41.0;1
110.0;52.0;15.0;1
109.0;69.0;30.0;2
143.0;53.0;61.0;2
110.0;53.0;25.0;1
117.0;35.0;21.0;0
128.0;38.0;24.0;0
118.0;29.0;5.0;1
128.0;57.0;32.0;2
106.0;40.0;13.0;1
92.0;25.0;25.0;2
128.0;53.0;55.0;2
126.0;74.0;19.0;0
113.0;54.0;34.0;2
139.0;54.0;67.0;2
123.0;33.0;34.0;0
128.0;41.0;23.0;0
109.0;35.0;27.0;0
130.0;59.0;54.0;2
145.0;53.0;51.0;2
113.0;44.0;6.0;1
104.0;36.0;12.0;1
112.0;31.0;1.0;1
144.0;46.0;42.0;1
149.0;34.0;49.0;0
101.0;47.0;27.0;1
113.0;42.0;21.0;1
108.0;47.0;29.0;1
112.0;26.0;32.0;0
151.0;40.0;46.0;0
108.0;42.0;25.0;1
122.0;64.0;23.0;0
136.0;46.0;37.0;1
108.0;59.0;32.0;1
119.0;30.0;31.0;0
120.0;39.0;26.0;2
119.0;47.0;13.0;1
124.0;71.0;4.0;0
157.0;38.0;48.0;0
109.0;29.0;15.0;2
142.0;36.0;50.0;0
152.0;39.0;55.0;0
131.0;27.0;22.0;0
93.0;66.0;54.0;2
123.0;67.0;29.0;2
96.0;26.0;16.0;2
120.0;80.0;23.0;0
126.0;38.0;44.0;2
108.0;52.0;10.0;1
136.0;39.0;44.0;2
125.0;32.0;28.0;0
144.0;42.0;56.0;0
125.0;56.0;27.0;1
124.0;66.0;28.0;0
105.0;51.0;26.0;1
147.0;34.0;46.0;0
97.0;51.0;15.0;1
121.0;88.0;31.0;0
118.0;74.0;13.0;0
104.0;76.0;19.0;0
143.0;51.0;41.0;1
113.0;91.0;14.0;0
104.0;23.0;20.0;2
121.0;29.0;37.0;0
123.0;55.0;12.0;2
137.0;50.0;38.0;1
115.0;52.0;21.0;1
109.0;71.0;15.0;2
133.0;81.0;30.0;0
128.0;76.0;13.0;0
106.0;44.0;1.0;1
107.0;29.0;23.0;1
104.0;21.0;14.0;2
91.0;32.0;16.0;2
101.0;16.0;19.0;2
106.0;46.0;25.0;2
98.0;16.0;11.0;2
102.0;16.0;38.0;2
147.0;43.0;45.0;1
139.0;35.0;57.0;0
123.0;68.0;27.0;0
118.0;42.0;54.0;2
130.0;49.0;41.0;1
113.0;74.0;16.0;0
130.0;51.0;53.0;2
122.0;80.0;22.0;0
136.0;25.0;62.0;2
108.0;56.0;25.0;1
137.0;39.0;43.0;1
105.0;42.0;26.0;2
127.0;74.0;30.0;2
139.0;40.0;40.0;1
103.0;26.0;8.0;2
90.0;55.0;3.0;1
119.0;45.0;22.0;1
130.0;55.0;66.0;2
125.0;62.0;28.0;0
153.0;40.0;50.0;0
121.0;16.0;9.0;2
119.0;77.0;9.0;0
152.0;31.0;49.0;0
120.0;46.0;23.0;2
119.0;55.0;27.0;1
119.0;49.0;36.0;1
140.0;32.0;58.0;2
125.0;73.0;25.0;0
105.0;35.0;23.0;1
115.0;41.0;28.0;1
149.0;36.0;50.0;0
143.0;33.0;51.0;0
117.0;30.0;24.0;0
109.0;30.0;45.0;0
125.0;79.0;15.0;0
117.0;63.0;18.0;0
121.0;40.0;15.0;1
105.0;16.0;11.0;2
140.0;49.0;45.0;1
112.0;28.0;44.0;0
108.0;60.0;24.0;1
129.0;50.0;13.0;1
126.0;29.0;28.0;0
152.0;53.0;43.0;2
142.0;38.0;42.0;0
128.0;36.0;28.0;0
140.0;43.0;41.0;1
152.0;36.0;51.0;0
97.0;47.0;26.0;2
98.0;44.0;17.0;1
123.0;45.0;15.0;1
104.0;17.0;12.0;2
96.0;62.0;20.0;1
148.0;38.0;50.0;0
136.0;51.0;34.0;2
126.0;27.0;38.0;0
117.0;28.0;38.0;0
119.0;49.0;58.0;2
103.0;21.0;24.0;2
141.0;38.0;41.0;1
120.0;32.0;13.0;0
116.0;79.0;33.0;0
117.0;30.0;23.0;0
96.0;30.0;15.0;2
104.0;50.0;30.0;1
112.0;84.0;15.0;0
119.0;37.0;36.0;0
99.0;29.0;25.0;2
114.0;41.0;40.0;1
146.0;31.0;54.0;0
144.0;33.0;53.0;0
92.0;25.0;25.0;2
148.0;36.0;53.0;0
132.0;71.0;11.0;0
121.0;90.0;31.0;2
125.0;79.0;23.0;0
155.0;41.0;49.0;0
114.0;27.0;21.0;1
149.0;41.0;51.0;0
147.0;31.0;57.0;0
102.0;70.0;30.0;1
129.0;17.0;33.0;0
129.0;52.0;39.0;1
104.0;23.0;11.0;2
117.0;39.0;27.0;0
137.0;45.0;30.0;2
103.0;29.0;15.0;2
141.0;33.0;28.0;0
109.0;55.0;24.0;1
112.0;25.0;26.0;0
136.0;43.0;37.0;1
107.0;16.0;17.0;2
110.0;26.0;29.0;0
152.0;16.0;16.0;2
114.0;34.0;10.0;1
119.0;66.0;44.0;2
100.0;83.0;16.0;0
100.0;22.0;23.0;2
102.0;36.0;16.0;2
118.0;86.0;32.0;0
114.0;30.0;20.0;1
106.0;37.0;31.0;1
133.0;39.0;31.0;1
114.0;83.0;14.0;0
116.0;67.0;28.0;0
104.0;45.0;27.0;1
152.0;41.0;54.0;0
149.0;33.0;46.0;0
125.0;85.0;11.0;0
114.0;72.0;36.0;0
152.0;39.0;53.0;0
97.0;17.0;8.0;2
110.0;47.0;37.0;1
136.0;43.0;34.0;1
101.0;27.0;7.0;2
140.0;42.0;41.0;1
100.0;23.0;12.0;2
118.0;84.0;31.0;0
149.0;33.0;49.0;0
99.0;20.0;17.0;2
133.0;52.0;40.0;1
102.0;21.0;19.0;2
157.0;37.0;11.0;2
107.0;32.0;15.0;1
151.0;37.0;54.0;0
124.0;71.0;13.0;0
102.0;23.0;32.0;2
90.0;52.0;20.0;1
96.0;33.0;18.0;2
136.0;68.0;29.0;2
123.0;43.0;25.0;1
109.0;25.0;13.0;2
104.0;36.0;26.0;1
130.0;44.0;47.0;1
114.0;51.0;25.0;1
109.0;28.0;19.0;2
128.0;79.0;15.0;0
124.0;78.0;12.0;0
115.0;39.0;8.0;1
151.0;35.0;51.0;0
93.0;24.0;12.0;2
103.0;19.0;29.0;2
92.0;38.0;25.0;1
115.0;74.0;31.0;0
122.0;36.0;20.0;0
114.0;100.0;24.0;0
127.0;73.0;6.0;0
150.0;32.0;56.0;0
142.0;40.0;34.0;1
130.0;82.0;20.0;0
134.0;39.0;50.0;2
146.0;54.0;77.0;2
125.0;91.0;21.0;0
99.0;41.0;21.0;1
106.0;22.0;13.0;2
136.0;50.0;28.0;2
132.0;54.0;55.0;2
137.0;57.0;26.0;2
75.0;46.0;52.0;2
126.0;73.0;11.0;0
151.0;30.0;52.0;0
108.0;59.0;19.0;1
104.0;16.0;60.0;2
140.0;26.0;40.0;0
148.0;33.0;49.0;0
153.0;29.0;48.0;0
113.0;31.0;11.0;1
97.0;29.0;18.0;2
108.0;52.0;37.0;1
152.0;34.0;46.0;0
95.0;27.0;13.0;2
107.0;51.0;35.0;1
151.0;35.0;51.0;0
117.0;44.0;33.0;1
108.0;22.0;1.0;2
145.0;75.0;21.0;0
98.0;18.0;15.0;2
109.0;30.0;19.0;1
135.0;47.0;37.0;1
104.0;36.0;24.0;1
117.0;43.0;16.0;1
118.0;72.0;35.0;0
109.0;65.0;8.0;0
142.0;32.0;48.0;0
113.0;31.0;45.0;0
135.0;53.0;36.0;1
107.0;69.0;42.0;2
124.0;62.0;55.0;2
122.0;77.0;33.0;0
121.0;76.0;18.0;0
126.0;80.0;31.0;0
106.0;32.0;9.0;2
153.0;62.0;62.0;2
137.0;76.0;9.0;2
157.0;24.0;19.0;2
141.0;48.0;41.0;1
115.0;44.0;58.0;2
108.0;55.0;14.0;1
109.0;40.0;30.0;1
92.0;23.0;19.0;2
154.0;40.0;46.0;0
124.0;46.0;17.0;2
98.0;28.0;11.0;2
93.0;21.0;19.0;2
144.0;56.0;34.0;2
121.0;42.0;20.0;0
152.0;46.0;1.0;2
118.0;32.0;9.0;2
111.0;28.0;10.0;2
101.0;63.0;16.0;2
102.0;57.0;22.0;2
113.0;75.0;23.0;0
93.0;20.0;12.0;2
125.0;29.0;24.0;0
90.0;34.0;18.0;2
136.0;55.0;43.0;1
111.0;44.0;9.0;1
130.0;27.0;35.0;0
131.0;80.0;26.0;2
103.0;45.0;16.0;1
152.0;47.0;44.0;1
145.0;35.0;55.0;0
102.0;49.0;28.0;1
151.0;45.0;52.0;0
134.0;84.0;54.0;2
143.0;50.0;33.0;1
141.0;68.0;43.0;2
101.0;29.0;10.0;2
124.0;33.0;10.0;1
93.0;25.0;12.0;2
156.0;43.0;58.0;0
117.0;41.0;43.0;1
119.0;73.0;18.0;0
142.0;43.0;43.0;1
99.0;32.0;37.0;0
111.0;77.0;23.0;0
131.0;53.0;53.0;2
97.0;23.0;3.0;2
126.0;35.0;39.0;0
140.0;49.0;60.0;2
122.0;57.0;34.0;2
111.0;32.0;34.0;1
123.0;77.0;16.0;0
147.0;42.0;53.0;0
145.0;50.0;38.0;1
152.0;36.0;54.0;0
129.0;56.0;47.0;2
104.0;31.0;19.0;1
115.0;56.0;25.0;2
79.0;41.0;44.0;2
141.0;43.0;37.0;1
152.0;29.0;54.0;0
138.0;50.0;33.0;1
117.0;68.0;50.0;2
150.0;41.0;40.0;0
101.0;67.0;38.0;2
147.0;50.0;48.0;1
115.0;44.0;15.0;1
120.0;49.0;20.0;2
107.0;37.0;48.0;0
102.0;20.0;15.0;2
149.0;32.0;55.0;0
119.0;84.0;20.0;0
158.0;37.0;45.0;0
122.0;23.0;17.0;0
109.0;44.0;5.0;1
120.0;37.0;28.0;0
101.0;54.0;23.0;1
114.0;61.0;40.0;2
127.0;74.0;15.0;2
101.0;31.0;24.0;0
116.0;61.0;55.0;2
119.0;55.0;23.0;1
114.0;55.0;22.0;1
137.0;63.0;34.0;2
142.0;46.0;45.0;1
117.0;39.0;5.0;1
152.0;33.0;49.0;0
112.0;44.0;16.0;0
106.0;33.0;38.0;1
96.0;43.0;29.0;1
97.0;24.0;12.0;2
107.0;30.0;18.0;1
104.0;40.0;11.0;1
166.0;27.0;57.0;0
120.0;30.0;1.0;1
100.0;67.0;19.0;0
116.0;69.0;26.0;0
109.0;45.0;54.0;2
109.0;73.0;12.0;0
103.0;21.0;13.0;2
134.0;94.0;46.0;2
138.0;49.0;32.0;2
149.0;35.0;44.0;0
122.0;75.0;36.0;0
95.0;36.0;12.0;1
129.0;23.0;22.0;0
100.0;31.0;7.0;1
104.0;30.0;16.0;2
122.0;57.0;48.0;2
152.0;33.0;51.0;0
140.0;51.0;41.0;1
115.0;70.0;8.0;0
101.0;37.0;22.0;1
121.0;79.0;18.0;0
121.0;27.0;37.0;0
137.0;55.0;44.0;1
97.0;58.0;32.0;1
119.0;42.0;9.0;1
123.0;76.0;14.0;0
141.0;48.0;43.0;1
147.0;31.0;47.0;0
122.0;77.0;24.0;0
108.0;55.0;21.0;1
160.0;35.0;51.0;0
139.0;48.0;32.0;2
102.0;24.0;27.0;2
113.0;79.0;29.0;2
90.0;33.0;17.0;2
142.0;49.0;37.0;1
138.0;44.0;47.0;1
106.0;100.0;38.0;2
139.0;43.0;43.0;1
109.0;19.0;5.0;2
100.0;16.0;16.0;2
121.0;26.0;41.0;0
137.0;37.0;24.0;0
106.0;18.0;33.0;2
142.0;46.0;37.0;1
117.0;63.0;22.0;0
138.0;41.0;35.0;1
96.0;52.0;26.0;1
131.0;46.0;62.0;2
152.0;40.0;45.0;0
135.0;39.0;51.0;2
101.0;34.0;12.0;1
96.0;32.0;20.0;1
132.0;27.0;23.0;2
111.0;54.0;54.0;2
146.0;35.0;52.0;0
135.0;49.0;25.0;0
108.0;49.0;1.0;2
90.0;16.0;19.0;2
108.0;43.0;1.0;1
142.0;56.0;53.0;1
100.0;41.0;1.0;1
120.0;43.0;16.0;1
119.0;21.0;23.0;0
109.0;61.0;15.0;2
140.0;52.0;42.0;1
128.0;82.0;12.0;0
121.0;71.0;26.0;0
141.0;43.0;40.0;1
127.0;35.0;34.0;0
108.0;43.0;23.0;1
109.0;36.0;17.0;1
144.0;36.0;40.0;1
95.0;69.0;60.0;2
97.0;17.0;15.0;2
100.0;53.0;10.0;2
133.0;46.0;39.0;1
113.0;43.0;17.0;0
128.0;18.0;46.0;0
145.0;38.0;51.0;0
136.0;54.0;50.0;2
111.0;59.0;30.0;1
91.0;51.0;45.0;1
154.0;29.0;46.0;0
120.0;69.0;3.0;0
119.0;47.0;17.0;1
87.0;50.0;29.0;1
98.0;32.0;15.0;2
104.0;31.0;20.0;1
122.0;56.0;41.0;2
124.0;71.0;18.0;0
143.0;60.0;47.0;2
119.0;37.0;30.0;1
140.0;45.0;43.0;1
143.0;58.0;27.0;2
142.0;48.0;41.0;1
138.0;58.0;26.0;2
139.0;41.0;41.0;1
146.0;46.0;40.0;1
124.0;32.0;33.0;0
125.0;74.0;17.0;0
117.0;54.0;27.0;1
111.0;47.0;24.0;1
112.0;58.0;24.0;1
140.0;42.0;45.0;1
79.0;51.0;86.0;2
149.0;29.0;50.0;0
140.0;50.0;36.0;1
129.0;74.0;8.0;0
124.0;22.0;25.0;0
123.0;79.0;37.0;0
123.0;52.0;17.0;1
107.0;55.0;33.0;1
135.0;35.0;43.0;0
111.0;69.0;28.0;0
108.0;68.0;19.0;1
131.0;77.0;16.0;0
101.0;32.0;19.0;1
135.0;52.0;31.0;0
91.0;68.0;26.0;1
107.0;28.0;20.0;1
128.0;34.0;4.0;0
107.0;37.0;27.0;1
142.0;52.0;30.0;1
151.0;44.0;42.0;1
143.0;52.0;26.0;2
152.0;39.0;47.0;0
142.0;42.0;45.0;1
129.0;37.0;36.0;0
127.0;25.0;11.0;0
145.0;90.0;29.0;2
120.0;45.0;18.0;1
160.0;49.0;44.0;2
126.0;36.0;40.0;0
147.0;42.0;50.0;0
144.0;43.0;43.0;1
120.0;23.0;19.0;1
102.0;56.0;12.0;1
139.0;53.0;42.0;2
104.0;21.0;6.0;2
121.0;24.0;28.0;0
139.0;47.0;47.0;1
141.0;47.0;38.0;1
121.0;32.0;27.0;1
116.0;52.0;31.0;1
86.0;53.0;70.0;2
99.0;52.0;10.0;1
130.0;30.0;10.0;0
117.0;42.0;22.0;1
128.0;46.0;11.0;2
117.0;94.0;23.0;0
123.0;85.0;2.0;2
102.0;16.0;25.0;2
106.0;44.0;28.0;1
110.0;57.0;18.0;1
111.0;30.0;17.0;1
142.0;49.0;49.0;1
140.0;44.0;42.0;1
131.0;60.0;57.0;2
119.0;54.0;46.0;2
115.0;22.0;41.0;0
138.0;51.0;35.0;1
123.0;32.0;41.0;2
139.0;48.0;41.0;2
122.0;43.0;14.0;1
130.0;54.0;42.0;2
118.0;28.0;58.0;2
148.0;29.0;51.0;0
132.0;47.0;53.0;2
136.0;51.0;25.0;2
99.0;26.0;15.0;2
98.0;30.0;14.0;2
139.0;28.0;31.0;0
151.0;56.0;26.0;2
139.0;43.0;51.0;1
98.0;30.0;10.0;0
137.0;60.0;57.0;2
99.0;23.0;11.0;2
135.0;44.0;38.0;1
126.0;36.0;19.0;0
131.0;48.0;1.0;2
124.0;38.0;21.0;1
107.0;43.0;46.0;0
136.0;42.0;32.0;2
153.0;32.0;48.0;0
149.0;34.0;51.0;0
154.0;41.0;1.0;2
118.0;60.0;20.0;1
111.0;63.0;19.0;0
133.0;49.0;31.0;0
115.0;22.0;35.0;0
81.0;36.0;4.0;1
161.0;66.0;39.0;2
158.0;33.0;54.0;2
156.0;25.0;47.0;0
120.0;51.0;22.0;1
92.0;50.0;12.0;2
115.0;75.0;1.0;0
100.0;19.0;15.0;2
112.0;33.0;22.0;0
132.0;59.0;48.0;2
143.0;33.0;48.0;1
123.0;74.0;16.0;0
102.0;29.0;13.0;2
111.0;54.0;27.0;1
131.0;52.0;10.0;0
131.0;52.0;49.0;2
115.0;48.0;26.0;1
114.0;59.0;32.0;2
118.0;37.0;11.0;1
123.0;19.0;28.0;0
129.0;63.0;29.0;2
131.0;59.0;39.0;2
120.0;86.0;22.0;0
132.0;36.0;56.0;2
107.0;16.0;20.0;0
144.0;41.0;45.0;0
114.0;44.0;22.0;1
143.0;81.0;31.0;2
142.0;43.0;38.0;1
109.0;25.0;21.0;2
110.0;57.0;18.0;0
100.0;19.0;20.0;2
144.0;38.0;50.0;0
155.0;38.0;49.0;0
99.0;54.0;13.0;1
117.0;76.0;18.0;0
122.0;38.0;30.0;0
120.0;44.0;18.0;1
145.0;58.0;35.0;2
154.0;33.0;57.0;0
116.0;36.0;36.0;0
111.0;63.0;21.0;0
146.0;49.0;34.0;2
119.0;39.0;26.0;0
112.0;81.0;17.0;0
109.0;42.0;22.0;1
